行业,股票,时间,产权比率,保守速动比率,偿债能力指标,净利润(元),净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),成长能力指标,扣非净利润(元),扣非净利润同比增长率,每股净资产(元),每股指标,每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,盈利能力指标,营业周期(天),营业总收入(元),营业总收入同比增长率,资产负债率,运营能力指标,速动比率,销售净利率,销售毛利率
医药行业,恩华药业,2023-09-30,0.14,5.56,   ,8.86亿,19.38%,14.93%,14.04%,0.8800,191.88,1.41,64.80,   ,8.86亿,18.91%,6.26,   ,4.63,0.81,0.12,6.52,   ,256.69,36.56亿,17.17%,12.22%,   ,5.58,24.16%,73.11%
医药行业,新华制药,2014-12-31,1.28,0.51,   ,5072.53万,29.56%,2.81%,2.79%,0.1100,70.67,5.09,30.55,   ,877.80万,119.08%,3.98,   ,1.05,0.76,1.11,0.91,   ,101.22,35.90亿,5.85%,54.96%,   ,0.51,1.90%,20.47%
医药行业,新华制药,2015-03-31,1.31,0.59,   ,1425.94万,341.84%,0.78%,0.78%,0.0300,65.58,1.37,36.04,   ,1291.94万,166.96%,4.02,   ,1.09,-0.04,1.11,0.94,   ,101.62,10.00亿,6.76%,55.56%,   ,0.59,1.68%,23.03%
医药行业,新华制药,2015-06-30,1.39,0.69,   ,2585.96万,-35.50%,1.41%,1.41%,0.0600,64.25,2.80,35.51,   ,1545.19万,18.24%,4.02,   ,1.08,0.16,1.12,1.02,   ,99.77,19.48亿,4.73%,56.77%,   ,0.69,1.60%,21.48%
医药行业,新华制药,2015-09-30,1.37,0.77,   ,6177.98万,28.01%,3.34%,3.38%,0.1400,67.64,3.99,37.33,   ,4004.55万,151.53%,3.99,   ,1.16,0.44,1.12,1.14,   ,104.97,27.73亿,0.53%,56.51%,   ,0.77,2.52%,22.32%
医药行业,新华制药,2015-12-31,1.33,0.54,   ,8306.23万,63.75%,4.44%,4.41%,0.1800,74.03,4.86,31.34,   ,4094.48万,366.45%,4.12,   ,1.21,0.76,1.12,0.85,   ,105.38,35.97亿,0.20%,55.83%,   ,0.54,2.61%,23.26%
医药行业,新华制药,2016-03-31,1.34,0.59,   ,2029.68万,42.34%,1.07%,1.08%,0.0400,59.13,1.52,35.43,   ,2092.42万,61.96%,4.13,   ,1.25,0.10,1.12,0.83,   ,94.56,10.05亿,0.53%,56.21%,   ,0.59,2.34%,24.41%
医药行业,新华制药,2016-06-30,1.25,0.57,   ,4586.71万,77.37%,2.40%,2.40%,0.1000,57.81,3.11,33.62,   ,4471.17万,189.36%,4.17,   ,1.29,0.18,1.12,0.83,   ,91.43,19.99亿,2.57%,54.48%,   ,0.57,2.63%,22.91%
医药行业,新华制药,2016-09-30,1.30,0.58,   ,8918.02万,44.35%,4.63%,4.55%,0.2000,56.19,4.81,36.07,   ,7851.67万,96.07%,4.28,   ,1.38,0.53,1.12,0.78,   ,92.25,29.76亿,7.33%,55.40%,   ,0.58,3.33%,24.17%
医药行业,新华制药,2016-12-31,1.33,0.47,   ,1.22亿,47.20%,6.31%,6.15%,0.2700,66.06,5.45,29.49,   ,1.01亿,146.64%,4.35,   ,1.44,0.96,1.12,0.75,   ,95.55,40.15亿,11.62%,55.97%,   ,0.47,3.31%,24.94%
医药行业,新华制药,2017-03-31,1.33,0.56,   ,5155.04万,153.98%,2.56%,2.53%,0.1100,48.96,1.84,29.62,   ,4267.26万,103.94%,4.46,   ,1.55,0.12,1.12,0.77,   ,78.59,12.95亿,28.91%,55.97%,   ,0.56,4.22%,26.98%
医药行业,新华制药,2017-06-30,1.31,0.73,   ,1.07亿,132.79%,5.19%,5.03%,0.2300,54.69,3.29,31.88,   ,8725.84万,95.16%,4.64,   ,1.67,0.02,1.12,1.03,   ,86.57,24.03亿,20.25%,55.56%,   ,0.73,4.75%,27.46%
医药行业,新华制药,2017-09-30,1.30,0.90,   ,1.74亿,94.74%,8.28%,7.88%,0.2900,55.14,4.90,31.98,   ,1.21亿,53.84%,4.82,   ,1.82,0.42,1.12,1.21,   ,87.11,34.53亿,16.00%,55.46%,   ,0.90,5.30%,27.12%
医药行业,新华制药,2017-12-31,1.09,0.81,   ,2.10亿,71.42%,9.70%,8.45%,0.3500,70.54,5.10,26.15,   ,1.68亿,66.70%,5.18,   ,1.75,0.82,1.52,1.35,   ,96.69,45.16亿,12.47%,51.09%,   ,0.81,4.90%,28.08%
医药行业,新华制药,2018-03-31,1.12,0.93,   ,6759.36万,31.12%,2.71%,2.69%,0.1100,58.03,1.55,28.98,   ,6523.17万,52.87%,5.26,   ,1.89,-0.0085,1.52,1.33,   ,87.01,14.17亿,9.42%,51.75%,   ,0.93,4.93%,28.56%
医药行业,新华制药,2018-06-30,1.18,0.74,   ,1.23亿,15.54%,4.90%,4.86%,0.2000,64.23,2.80,--,   ,1.20亿,37.75%,5.30,   ,1.96,0.29,1.52,1.09,   ,64.23,26.88亿,11.83%,52.80%,   ,0.74,4.98%,27.86%
医药行业,新华制药,2018-09-30,1.13,0.71,   ,1.93亿,11.32%,7.57%,7.37%,0.3100,64.83,4.16,30.64,   ,1.76亿,45.51%,4.22,   ,1.62,0.23,0.94,1.04,   ,95.47,39.60亿,14.68%,51.75%,   ,0.71,5.34%,27.93%
医药行业,新华制药,2018-12-31,1.16,0.55,   ,2.55亿,21.82%,9.77%,9.33%,0.4100,82.11,4.38,22.63,   ,2.33亿,38.37%,4.32,   ,1.68,0.55,1.00,1.00,   ,104.75,52.45亿,15.33%,52.73%,   ,0.55,5.27%,29.92%
医药行业,新华制药,2019-03-31,1.12,0.62,   ,7609.06万,12.57%,2.76%,2.70%,0.1200,71.59,1.26,27.49,   ,7268.10万,11.42%,4.49,   ,1.80,0.09,1.00,0.99,   ,99.08,16.30亿,14.14%,51.88%,   ,0.62,5.06%,32.20%
医药行业,新华制药,2019-06-30,1.12,0.57,   ,1.49亿,20.87%,5.31%,5.24%,0.2400,73.40,2.45,27.21,   ,1.36亿,12.97%,4.52,   ,1.82,0.24,1.01,1.02,   ,100.61,31.23亿,15.34%,51.86%,   ,0.64,5.19%,31.39%
医药行业,新华制药,2019-09-30,1.05,0.57,   ,2.41亿,24.74%,8.53%,8.25%,0.3900,76.37,3.54,27.37,   ,2.10亿,19.49%,4.65,   ,1.96,0.47,1.01,1.02,   ,103.74,44.31亿,11.10%,50.10%,   ,0.63,5.81%,31.47%
医药行业,新华制药,2019-12-31,1.12,0.41,   ,3.00亿,17.49%,10.58%,10.10%,0.4800,100.44,3.58,20.92,   ,2.59亿,10.99%,4.77,   ,2.01,0.56,1.02,0.98,   ,121.36,56.06亿,6.89%,51.67%,   ,0.47,5.76%,33.44%
医药行业,新华制药,2020-03-31,1.29,0.82,   ,8628.65万,13.40%,2.88%,2.86%,0.1400,71.43,1.26,25.98,   ,7854.74万,8.07%,4.85,   ,2.15,0.17,1.02,1.25,   ,97.42,17.06亿,4.67%,55.06%,   ,0.88,5.48%,28.34%
医药行业,新华制药,2020-06-30,1.20,0.76,   ,1.72亿,15.56%,5.68%,5.70%,0.2800,73.05,2.46,24.97,   ,1.54亿,13.62%,4.86,   ,2.17,0.32,1.02,1.23,   ,98.02,32.86亿,5.22%,53.61%,   ,0.83,5.72%,28.06%
医药行业,新华制药,2020-09-30,1.11,0.74,   ,2.46亿,2.03%,8.06%,7.91%,0.4000,79.91,3.38,25.92,   ,2.17亿,3.12%,5.00,   ,2.29,0.65,1.03,1.22,   ,105.83,46.39亿,4.69%,51.55%,   ,0.78,5.76%,29.01%
医药行业,新华制药,2020-12-31,1.15,0.53,   ,3.25亿,8.30%,10.50%,10.08%,0.5200,96.84,3.72,20.66,   ,2.91亿,12.47%,5.18,   ,2.38,0.68,1.04,1.13,   ,117.50,60.06亿,7.13%,52.19%,   ,0.59,5.78%,30.22%
医药行业,新华制药,2021-03-31,1.11,0.77,   ,1.00亿,16.21%,3.04%,2.98%,0.1600,73.18,1.23,27.69,   ,9645.41万,22.80%,5.35,   ,2.51,0.14,1.07,1.33,   ,100.86,17.68亿,3.64%,51.43%,   ,0.84,5.98%,29.08%
医药行业,新华制药,2021-06-30,1.13,0.72,   ,2.00亿,16.12%,6.00%,6.01%,0.3200,70.57,2.55,30.51,   ,1.86亿,20.47%,5.31,   ,2.52,0.26,1.08,1.14,   ,101.07,35.51亿,8.07%,51.53%,   ,0.77,5.89%,29.29%
医药行业,新华制药,2021-09-30,1.06,0.65,   ,2.85亿,15.96%,8.54%,8.38%,0.4600,76.95,3.51,29.69,   ,2.52亿,16.31%,5.43,   ,2.66,0.37,1.08,1.12,   ,106.63,49.40亿,6.50%,50.09%,   ,0.69,6.02%,28.05%
医药行业,新华制药,2021-12-31,1.06,0.58,   ,3.49亿,7.29%,10.38%,10.05%,0.5600,80.93,4.45,28.49,   ,2.91亿,0.19%,5.53,   ,2.72,0.41,1.08,1.10,   ,109.42,65.60亿,9.23%,50.20%,   ,0.65,5.52%,27.04%
医药行业,新华制药,2022-03-31,0.94,0.59,   ,1.09亿,8.20%,3.07%,2.82%,0.1700,63.38,1.42,39.71,   ,1.05亿,8.92%,6.08,   ,2.87,-0.03,1.46,0.92,   ,103.10,18.31亿,3.57%,47.26%,   ,0.63,5.98%,27.34%
医药行业,新华制药,2022-06-30,1.00,0.62,   ,1.94亿,-2.85%,5.23%,5.01%,0.3000,68.46,2.63,37.38,   ,1.73亿,-6.90%,5.79,   ,2.69,0.29,1.43,1.00,   ,105.84,36.64亿,3.19%,48.76%,   ,0.66,5.42%,26.00%
医药行业,新华制药,2022-09-30,1.01,0.71,   ,2.93亿,2.84%,7.77%,7.39%,0.4500,66.85,4.04,41.42,   ,2.68亿,6.48%,5.93,   ,2.84,0.35,1.45,1.08,   ,108.27,54.53亿,10.39%,48.83%,   ,0.74,5.56%,26.02%
医药行业,新华制药,2022-12-31,0.95,0.62,   ,4.11亿,17.97%,10.62%,9.96%,0.6200,73.75,4.88,34.06,   ,3.79亿,29.97%,6.16,   ,2.97,1.13,1.49,1.09,   ,107.82,75.03亿,14.37%,47.37%,   ,0.68,5.68%,27.15%
医药行业,新华制药,2023-03-31,0.79,0.90,   ,1.52亿,39.72%,3.59%,3.51%,0.2300,54.19,1.66,30.47,   ,1.47亿,40.08%,6.42,   ,3.18,-0.27,1.53,1.47,   ,84.67,26.40亿,44.15%,42.96%,   ,0.97,5.83%,31.38%
医药行业,新华制药,2023-06-30,0.81,0.80,   ,2.70亿,38.80%,6.27%,6.23%,0.4000,60.97,2.95,33.80,   ,2.53亿,45.92%,6.42,   ,3.15,0.03,1.55,1.30,   ,94.77,46.72亿,27.51%,43.66%,   ,0.87,5.90%,29.78%
医药行业,新华制药,2023-09-30,0.72,0.80,   ,3.92亿,33.58%,9.05%,8.75%,0.5800,63.96,4.22,34.48,   ,3.63亿,35.23%,6.64,   ,3.33,0.11,1.57,1.38,   ,98.43,64.98亿,19.15%,40.66%,   ,0.88,6.16%,29.09%
医药行业,新和成,2014-12-31,0.30,1.94,   ,8.08亿,-8.40%,11.95%,11.52%,0.7400,171.70,2.10,73.09,   ,7.83亿,-8.52%,6.44,   ,4.40,0.99,0.66,2.71,   ,244.79,41.64亿,-1.73%,23.11%,   ,1.94,19.40%,39.98%
医药行业,新和成,2015-03-31,0.29,1.91,   ,8042.77万,-60.48%,1.14%,1.13%,0.0700,158.28,0.57,75.74,   ,6625.08万,-67.55%,6.52,   ,4.47,0.10,0.66,2.87,   ,234.03,9.58亿,-0.67%,22.70%,   ,1.91,8.40%,27.79%
医药行业,新和成,2015-06-30,0.31,1.84,   ,1.86亿,-66.17%,2.61%,2.72%,0.1700,154.32,1.17,75.01,   ,1.52亿,-72.11%,6.26,   ,4.22,0.29,0.66,2.65,   ,229.33,19.31亿,-9.35%,23.60%,   ,1.84,9.61%,26.82%
医药行业,新和成,2015-09-30,0.31,1.69,   ,2.85亿,-60.02%,3.91%,4.11%,0.2600,158.81,1.70,75.57,   ,2.46亿,-64.15%,6.36,   ,4.31,0.48,0.66,2.57,   ,234.39,28.31亿,-6.56%,23.40%,   ,1.69,10.06%,26.67%
医药行业,新和成,2015-12-31,0.38,1.31,   ,4.02亿,-50.24%,5.74%,5.70%,0.3700,150.39,2.39,73.49,   ,3.55亿,-54.70%,6.47,   ,4.39,0.89,0.66,2.10,   ,223.87,38.23亿,-8.20%,27.47%,   ,1.31,10.20%,27.22%
医药行业,新和成,2016-03-31,0.34,1.27,   ,1.56亿,93.56%,2.18%,2.16%,0.1400,132.76,0.68,62.33,   ,1.48亿,123.98%,6.62,   ,4.53,0.17,0.66,2.07,   ,195.09,10.87亿,13.46%,25.43%,   ,1.27,15.13%,34.28%
医药行业,新和成,2016-06-30,0.42,1.37,   ,5.16亿,177.83%,7.05%,7.01%,0.4700,146.29,1.23,65.56,   ,5.04亿,232.26%,6.75,   ,4.66,0.40,0.66,2.25,   ,211.86,23.03亿,19.23%,29.51%,   ,1.37,23.25%,42.22%
医药行业,新和成,2016-09-30,0.42,1.44,   ,8.45亿,196.63%,11.41%,11.00%,0.7800,154.68,1.75,63.72,   ,8.09亿,229.14%,7.06,   ,4.97,0.69,0.66,2.21,   ,218.40,34.22亿,20.88%,29.60%,   ,1.44,25.57%,44.07%
医药行业,新和成,2016-12-31,0.41,1.24,   ,12.03亿,199.11%,15.92%,14.92%,1.1000,163.15,2.21,61.66,   ,11.48亿,223.73%,7.40,   ,5.21,1.09,0.66,2.15,   ,224.81,46.96亿,22.86%,29.10%,   ,1.24,26.09%,45.43%
医药行业,新和成,2017-03-31,0.43,1.38,   ,2.32亿,48.86%,2.83%,2.79%,0.2100,150.93,0.60,63.55,   ,2.19亿,47.43%,7.62,   ,5.42,0.12,0.66,2.31,   ,214.48,12.28亿,13.01%,30.21%,   ,1.38,18.84%,38.90%
医药行业,新和成,2017-06-30,0.48,1.42,   ,5.86亿,13.62%,7.01%,7.33%,0.3200,156.32,1.15,64.16,   ,5.57亿,10.50%,7.34,   ,5.15,0.39,0.66,2.11,   ,220.48,26.08亿,13.26%,32.24%,   ,1.42,22.46%,42.96%
医药行业,新和成,2017-09-30,0.44,1.50,   ,9.01亿,6.59%,10.87%,10.86%,0.4900,145.27,1.86,61.42,   ,8.61亿,6.39%,7.62,   ,5.44,0.71,0.66,2.24,   ,206.69,40.92亿,19.57%,30.70%,   ,1.50,21.77%,42.78%
医药行业,新和成,2017-12-31,0.30,3.12,   ,17.04亿,41.72%,19.87%,12.21%,0.9200,162.93,2.21,74.21,   ,16.46亿,43.46%,11.04,   ,5.25,1.01,4.28,3.83,   ,237.14,62.35亿,32.77%,23.03%,   ,3.12,27.49%,50.47%
医药行业,新和成,2018-03-31,0.27,1.89,   ,14.94亿,544.56%,10.16%,9.68%,0.6900,188.88,0.48,63.18,   ,14.83亿,577.95%,12.21,   ,6.43,0.31,4.28,4.09,   ,252.06,30.45亿,148.00%,20.92%,   ,1.89,49.31%,73.44%
医药行业,新和成,2018-06-30,0.30,1.34,   ,20.59亿,251.32%,13.87%,13.60%,0.9600,196.31,0.92,65.79,   ,20.06亿,260.17%,7.04,   ,3.64,0.63,2.11,3.35,   ,262.11,46.51亿,78.34%,22.95%,   ,1.34,44.45%,64.54%
医药行业,新和成,2018-09-30,0.31,1.26,   ,25.37亿,181.60%,17.09%,16.23%,1.1800,145.88,1.85,65.76,   ,24.24亿,181.56%,7.28,   ,3.86,1.17,2.11,2.86,   ,211.65,67.19亿,64.20%,23.34%,   ,1.26,38.02%,56.04%
医药行业,新和成,2018-12-31,0.35,1.07,   ,30.79亿,80.64%,20.54%,19.04%,1.4300,133.40,2.70,70.38,   ,28.89亿,75.48%,7.53,   ,4.01,1.70,2.11,2.34,   ,203.78,86.83亿,39.27%,26.08%,   ,1.07,35.68%,53.37%
医药行业,新和成,2019-03-31,0.41,0.92,   ,5.11亿,-65.82%,3.11%,3.06%,0.2400,136.70,0.66,82.97,   ,4.82亿,-67.52%,7.76,   ,4.25,0.12,2.11,2.10,   ,219.67,18.36亿,-39.71%,28.79%,   ,0.92,27.90%,46.60%
医药行业,新和成,2019-06-30,0.67,0.78,   ,11.56亿,-43.87%,7.00%,7.30%,0.5400,129.12,1.39,77.23,   ,10.56亿,-47.34%,7.36,   ,3.85,0.35,2.11,1.53,   ,206.35,38.67亿,-16.85%,40.22%,   ,0.78,30.02%,46.62%
医药行业,新和成,2019-09-30,0.65,0.88,   ,17.03亿,-32.90%,10.42%,10.41%,0.7900,126.27,2.14,76.18,   ,15.99亿,-34.02%,7.63,   ,4.11,0.51,2.11,1.80,   ,202.45,57.96亿,-14.20%,39.45%,   ,0.88,29.71%,46.83%
医药行业,新和成,2019-12-31,0.69,1.01,   ,21.65亿,-29.67%,13.24%,12.87%,1.0100,155.83,2.31,77.20,   ,19.35亿,-33.04%,7.84,   ,4.27,0.98,2.11,1.86,   ,233.03,76.60亿,-12.23%,40.70%,   ,1.03,28.56%,47.28%
医药行业,新和成,2020-03-31,0.63,1.30,   ,9.00亿,76.23%,5.21%,5.07%,0.4200,139.69,0.64,62.54,   ,8.79亿,82.57%,8.27,   ,4.69,0.12,2.11,2.15,   ,202.23,26.25亿,42.68%,38.70%,   ,1.33,34.40%,51.00%
医药行业,新和成,2020-06-30,0.63,1.19,   ,22.09亿,91.16%,12.44%,12.29%,0.8600,181.84,0.99,61.72,   ,21.15亿,100.22%,8.38,   ,4.80,0.53,2.11,1.88,   ,243.56,53.03亿,36.79%,38.57%,   ,1.22,41.91%,59.68%
医药行业,新和成,2020-09-30,0.61,1.18,   ,29.36亿,72.41%,16.45%,15.72%,1.1400,195.17,1.38,62.27,   ,28.01亿,75.17%,8.70,   ,5.12,0.99,2.11,1.99,   ,257.44,74.73亿,28.95%,37.78%,   ,1.22,39.43%,58.45%
医药行业,新和成,2020-12-31,0.59,1.29,   ,35.64亿,64.59%,19.63%,18.43%,1.3800,196.08,1.84,60.95,   ,34.10亿,76.28%,9.00,   ,5.36,1.45,2.12,2.12,   ,257.03,103.14亿,34.64%,37.20%,   ,1.33,34.68%,54.17%
医药行业,新和成,2021-03-31,0.63,1.57,   ,11.44亿,27.16%,5.71%,5.55%,0.4400,145.56,0.62,53.32,   ,10.91亿,24.03%,9.53,   ,5.89,0.50,2.12,2.36,   ,198.88,37.90亿,42.64%,38.48%,   ,1.61,30.48%,48.14%
医药行业,新和成,2021-06-30,0.66,1.67,   ,24.27亿,9.87%,12.02%,11.90%,0.7900,159.12,1.13,55.01,   ,22.79亿,7.78%,7.85,   ,4.82,0.88,1.60,2.35,   ,214.13,73.40亿,36.79%,39.70%,   ,1.67,33.32%,48.23%
医药行业,新和成,2021-09-30,0.60,1.71,   ,33.92亿,15.55%,16.55%,16.13%,1.1000,149.15,1.81,54.96,   ,32.01亿,14.29%,8.09,   ,5.19,1.49,1.60,2.32,   ,204.10,106.14亿,40.72%,37.61%,   ,1.72,32.15%,46.81%
医药行业,新和成,2021-12-31,0.59,1.63,   ,43.56亿,22.23%,21.07%,19.84%,1.4100,138.32,2.60,57.00,   ,41.48亿,21.63%,8.45,   ,5.48,2.26,1.60,2.30,   ,195.32,149.17亿,43.47%,36.98%,   ,1.66,29.33%,44.50%
医药行业,新和成,2022-03-31,0.61,1.52,   ,12.03亿,5.18%,5.36%,5.25%,0.3900,122.37,0.74,62.82,   ,11.43亿,4.77%,8.89,   ,5.96,0.16,1.60,2.26,   ,185.18,43.08亿,13.66%,37.63%,   ,1.54,28.04%,41.55%
医药行业,新和成,2022-06-30,0.71,1.18,   ,22.14亿,-8.78%,9.55%,10.01%,0.7200,141.15,1.28,63.73,   ,20.94亿,-8.13%,7.15,   ,4.71,0.40,1.17,1.74,   ,204.88,82.15亿,11.92%,41.33%,   ,1.20,27.07%,39.80%
医药行业,新和成,2022-09-30,0.66,1.29,   ,30.11亿,-11.23%,12.50%,13.10%,0.9800,133.54,2.02,58.33,   ,29.28亿,-8.56%,7.44,   ,4.97,0.82,1.17,1.87,   ,191.87,119.10亿,12.21%,39.71%,   ,1.33,25.39%,37.89%
医药行业,新和成,2022-12-31,0.62,1.15,   ,36.20亿,-16.89%,16.08%,15.36%,1.1700,131.45,2.74,59.10,   ,35.87亿,-13.53%,7.63,   ,5.12,1.41,1.17,1.77,   ,190.55,159.34亿,6.82%,38.17%,   ,1.20,22.83%,36.94%
医药行业,新和成,2023-03-31,0.63,1.09,   ,6.43亿,-46.55%,2.69%,2.66%,0.2100,158.01,0.57,61.78,   ,5.86亿,-48.68%,7.84,   ,5.33,0.13,1.17,1.71,   ,219.79,36.12亿,-16.15%,38.48%,   ,1.15,17.91%,31.69%
医药行业,新和成,2023-06-30,0.61,1.06,   ,14.83亿,-33.00%,6.09%,6.29%,0.4800,157.34,1.14,59.51,   ,13.75亿,-34.33%,7.63,   ,5.10,0.40,1.17,1.88,   ,216.85,74.19亿,-9.70%,37.65%,   ,1.14,20.17%,32.74%
医药行业,新和成,2023-09-30,0.60,1.19,   ,21.01亿,-30.22%,8.52%,8.68%,0.6800,153.25,1.76,57.98,   ,19.51亿,-33.37%,7.83,   ,5.30,0.85,1.17,1.96,   ,211.23,110.12亿,-7.54%,37.31%,   ,1.26,19.24%,33.55%
医药行业,新里程,2014-12-31,0.82,0.99,   ,2.57亿,51.53%,28.78%,25.20%,0.1670,130.79,2.75,152.01,   ,2.51亿,49.91%,1.66,   ,0.41,0.31,0.15,1.13,   ,282.80,6.86亿,21.41%,44.20%,   ,0.99,37.50%,60.00%
医药行业,新里程,2015-03-31,1.83,0.60,   ,5331.58万,-28.40%,5.09%,4.97%,0.0346,121.80,0.74,206.33,   ,5323.49万,-28.47%,1.74,   ,0.49,0.04,0.15,0.67,   ,328.13,1.71亿,-2.46%,62.66%,   ,0.60,30.96%,53.57%
医药行业,新里程,2015-06-30,0.56,1.75,   ,8100.89万,-49.16%,5.41%,2.18%,0.0506,95.93,1.88,177.58,   ,7956.14万,-50.03%,4.92,   ,0.44,0.06,3.40,1.84,   ,273.52,4.24亿,16.07%,35.46%,   ,1.75,18.89%,49.06%
医药行业,新里程,2015-09-30,0.26,2.57,   ,1.90亿,-12.77%,7.84%,4.97%,0.1121,81.94,3.30,162.04,   ,1.67亿,-23.75%,5.06,   ,0.58,0.26,3.40,2.79,   ,243.98,7.56亿,40.94%,20.16%,   ,2.57,25.20%,48.18%
医药行业,新里程,2015-12-31,0.26,2.18,   ,3.24亿,25.76%,11.94%,8.68%,0.1854,64.04,5.62,145.69,   ,2.59亿,3.26%,1.97,   ,0.30,0.12,0.63,2.56,   ,209.73,11.82亿,72.35%,20.45%,   ,2.18,27.26%,46.83%
医药行业,新里程,2016-03-31,0.24,2.41,   ,7280.15万,36.55%,1.93%,1.92%,0.0385,47.11,1.91,152.46,   ,6158.40万,15.68%,2.01,   ,0.34,0.02,0.63,2.72,   ,199.57,3.76亿,119.71%,19.29%,   ,2.41,19.20%,32.81%
医药行业,新里程,2016-06-30,0.27,2.21,   ,1.44亿,77.56%,3.79%,3.72%,0.0761,50.68,3.55,147.03,   ,1.04亿,31.22%,2.05,   ,0.38,0.0100,0.63,2.57,   ,197.71,7.74亿,82.64%,21.05%,   ,2.21,18.38%,33.51%
医药行业,新里程,2016-09-30,0.33,1.57,   ,2.02亿,6.16%,5.29%,5.17%,0.1067,101.45,2.66,157.13,   ,1.56亿,-6.43%,2.08,   ,0.41,-0.19,0.63,2.18,   ,258.58,12.12亿,60.19%,24.41%,   ,1.57,16.51%,32.59%
医药行业,新里程,2016-12-31,0.44,1.32,   ,4.04亿,24.72%,10.29%,9.88%,0.2139,84.49,4.26,155.01,   ,3.58亿,38.43%,2.19,   ,0.49,-0.37,0.63,1.73,   ,239.49,21.75亿,84.07%,30.28%,   ,1.32,18.21%,36.00%
医药行业,新里程,2017-03-31,0.52,1.23,   ,7196.08万,-1.15%,1.75%,1.73%,0.0386,158.45,0.57,247.73,   ,6924.98万,12.45%,2.23,   ,0.53,-0.06,0.63,1.59,   ,406.18,4.89亿,30.09%,33.59%,   ,1.23,14.34%,33.99%
医药行业,新里程,2017-06-30,0.76,1.18,   ,1.65亿,15.05%,3.97%,3.89%,0.0887,137.97,1.30,216.11,   ,1.55亿,48.57%,2.28,   ,0.58,-0.0100,0.63,1.45,   ,354.09,11.09亿,43.33%,42.85%,   ,1.18,14.50%,31.50%
医药行业,新里程,2017-09-30,0.96,0.70,   ,2.52亿,24.81%,5.98%,5.81%,0.1351,107.78,2.51,199.00,   ,2.37亿,52.10%,2.33,   ,0.62,-0.0038,0.63,0.92,   ,306.78,20.03亿,65.28%,47.90%,   ,0.70,13.17%,32.86%
医药行业,新里程,2017-12-31,1.41,0.59,   ,2.03亿,-49.75%,4.88%,4.84%,0.1087,106.72,3.37,153.34,   ,1.92亿,-46.32%,2.25,   ,0.60,-0.11,0.58,0.84,   ,260.06,33.99亿,56.27%,57.60%,   ,0.59,6.55%,31.82%
医药行业,新里程,2018-03-31,1.34,0.59,   ,5135.76万,-28.63%,1.22%,1.21%,0.0275,127.10,0.71,154.93,   ,5017.70万,-27.54%,2.27,   ,0.62,-0.0046,0.58,0.87,   ,282.03,9.42亿,92.73%,56.32%,   ,0.59,7.18%,35.77%
医药行业,新里程,2018-06-30,1.32,0.55,   ,7231.70万,-56.30%,1.71%,1.70%,0.0388,121.98,1.48,156.36,   ,6592.05万,-57.50%,2.28,   ,0.64,0.10,0.58,0.79,   ,278.34,18.62亿,67.86%,55.85%,   ,0.55,5.68%,31.11%
医药行业,新里程,2018-09-30,1.52,0.72,   ,-3.87亿,-253.49%,-9.68%,-10.18%,-0.2073,97.16,2.78,160.48,   ,-3.85亿,-262.35%,2.04,   ,0.39,0.14,0.58,0.91,   ,257.63,27.71亿,38.39%,59.16%,   ,0.72,-12.35%,30.63%
医药行业,新里程,2018-12-31,2.18,0.65,   ,-14.18亿,-799.09%,-41.10%,-52.30%,-0.7601,68.95,5.22,144.62,   ,-13.96亿,-826.17%,1.45,   ,-0.16,0.28,0.58,0.77,   ,213.58,38.38亿,12.92%,67.37%,   ,0.65,-36.15%,21.53%
医药行业,新里程,2019-03-31,2.22,0.63,   ,2689.92万,-47.62%,0.99%,1.00%,0.0144,44.59,2.02,145.33,   ,2402.69万,-52.12%,1.45,   ,-0.15,0.05,0.58,0.75,   ,189.91,9.32亿,-1.05%,67.73%,   ,0.63,3.61%,34.25%
医药行业,新里程,2019-06-30,2.17,0.62,   ,-6132.71万,-184.80%,-2.29%,-2.29%,-0.0329,38.82,4.64,147.67,   ,-7550.26万,-214.54%,1.43,   ,-0.20,0.09,0.58,0.73,   ,186.49,18.53亿,-0.48%,67.51%,   ,0.62,-1.95%,26.90%
医药行业,新里程,2019-09-30,2.27,0.57,   ,-1.69亿,56.17%,-6.45%,-6.65%,-0.0909,39.65,6.81,142.61,   ,-1.82亿,52.70%,1.37,   ,-0.26,0.23,0.58,0.69,   ,182.26,27.39亿,-1.16%,68.49%,   ,0.57,-5.32%,26.60%
医药行业,新里程,2019-12-31,24.14,0.23,   ,-25.20亿,-77.71%,-167.76%,-1293.40%,-1.3500,30.75,11.71,99.49,   ,-25.04亿,-79.40%,0.10,   ,-1.51,0.29,0.55,0.27,   ,130.24,36.84亿,-4.01%,95.77%,   ,0.23,-67.78%,26.40%
医药行业,新里程,2020-03-31,28.54,0.21,   ,-3100.88万,-215.28%,-17.29%,-18.93%,-0.0166,32.37,2.78,89.72,   ,-3786.25万,-257.58%,0.09,   ,-1.53,0.02,0.55,0.27,   ,122.09,5.50亿,-41.01%,96.42%,   ,0.21,-6.14%,18.26%
