行业,股票,时间,产权比率,保守速动比率,偿债能力指标,净利润(元),净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),成长能力指标,扣非净利润(元),扣非净利润同比增长率,每股净资产(元),每股指标,每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,盈利能力指标,营业周期(天),营业总收入(元),营业总收入同比增长率,资产负债率,运营能力指标,速动比率,销售净利率,销售毛利率
医药行业,国药股份,2021-03-31,0.97,1.59,   ,2.98亿,28.38%,2.57%,2.54%,0.3947,30.40,2.96,75.21,   ,2.92亿,50.64%,15.56,   ,10.61,-1.59,3.11,2.02,   ,105.61,103.44亿,26.03%,46.02%,   ,1.67,3.17%,6.57%
医药行业,国药股份,2021-06-30,1.11,1.05,   ,7.66亿,23.56%,6.55%,6.50%,1.0150,28.36,6.35,47.19,   ,7.58亿,33.22%,15.63,   ,10.68,1.07,3.11,1.88,   ,75.55,220.76亿,25.92%,49.54%,   ,1.60,3.77%,7.44%
医药行业,国药股份,2021-09-30,1.11,0.98,   ,13.02亿,29.54%,10.97%,10.56%,1.7251,28.24,9.56,46.44,   ,12.58亿,33.57%,16.33,   ,11.39,0.40,3.11,1.88,   ,74.68,342.92亿,17.80%,49.67%,   ,1.60,4.14%,7.75%
医药行业,国药股份,2021-12-31,1.03,1.05,   ,17.54亿,26.86%,14.57%,13.73%,2.3248,27.58,13.05,43.23,   ,16.92亿,29.66%,16.94,   ,11.99,2.59,3.11,1.94,   ,70.81,464.69亿,15.08%,47.75%,   ,1.65,4.15%,7.81%
医药行业,国药股份,2022-03-31,0.96,0.98,   ,3.74亿,25.53%,2.88%,2.84%,0.4955,33.21,2.71,46.94,   ,3.68亿,26.27%,17.43,   ,12.48,-1.74,3.11,2.00,   ,80.14,110.60亿,6.93%,46.12%,   ,1.64,3.70%,7.17%
医药行业,国药股份,2022-06-30,0.94,1.08,   ,8.62亿,12.59%,6.61%,6.57%,1.1428,32.03,5.62,47.30,   ,8.55亿,12.78%,17.38,   ,12.43,0.05,3.11,2.01,   ,79.33,220.06亿,-0.31%,45.56%,   ,1.69,4.24%,7.81%
医药行业,国药股份,2022-09-30,1.02,0.98,   ,14.32亿,9.99%,10.84%,10.46%,1.8974,31.40,8.60,47.37,   ,14.22亿,13.12%,18.13,   ,13.18,-0.26,3.11,1.94,   ,78.77,345.43亿,0.73%,47.77%,   ,1.64,4.47%,8.12%
医药行业,国药股份,2022-12-31,0.97,1.18,   ,19.64亿,11.97%,14.65%,13.82%,2.6031,31.24,11.52,45.33,   ,19.11亿,12.97%,18.84,   ,13.89,3.17,3.11,2.02,   ,76.56,454.99亿,-2.09%,46.44%,   ,1.71,4.68%,8.40%
医药行业,国药股份,2023-03-31,0.93,1.10,   ,4.14亿,10.86%,2.87%,2.83%,0.5493,33.65,2.67,46.08,   ,4.13亿,11.99%,19.39,   ,14.44,-1.52,3.11,2.05,   ,79.73,112.26亿,1.50%,45.57%,   ,1.72,4.01%,7.70%
医药行业,国药股份,2023-06-30,0.99,1.09,   ,9.85亿,14.19%,6.61%,6.74%,1.3049,30.97,5.81,45.24,   ,9.51亿,11.21%,19.36,   ,14.41,-0.22,3.11,1.99,   ,76.20,241.40亿,9.70%,47.05%,   ,1.69,4.40%,7.73%
医药行业,国药股份,2023-09-30,0.98,1.07,   ,14.62亿,2.14%,9.57%,9.69%,1.9381,32.11,8.41,45.13,   ,14.31亿,0.61%,20.00,   ,15.04,0.0100,3.11,1.99,   ,77.25,365.30亿,5.75%,46.88%,   ,1.68,4.33%,7.74%
医药行业,复星医药,1995-12-31,3.17,0.12,   ,597.78万,--,--,23.00%,--,89.86,4.01,4.89,   ,--,--,1.28,   ,0.15,--,0.0089,1.56,   ,94.75,6465.36万,--,76.01%,   ,0.97,9.25%,22.50%
医药行业,复星医药,1996-12-31,2.48,0.19,   ,637.77万,6.69%,--,19.00%,--,84.10,4.28,17.66,   ,--,--,1.60,   ,0.31,--,0.0089,1.35,   ,101.76,9268.03万,43.35%,71.27%,   ,1.06,6.88%,29.50%
医药行业,复星医药,1997-12-31,1.53,0.51,   ,3602.74万,464.89%,--,35.00%,--,104.52,3.44,58.36,   ,--,--,1.00,   ,0.47,--,0.0056,1.41,   ,162.88,1.90亿,105.38%,53.79%,   ,1.02,21.12%,38.81%
医药行业,复星医药,1998-03-31,1.09,0.62,   ,773.50万,--,--,--,--,127.19,0.71,86.06,   ,--,--,--,   ,0.08,--,0.0001,1.55,   ,213.25,5402.03万,--,45.88%,   ,1.09,14.28%,37.63%
医药行业,复星医药,1998-06-30,0.93,0.68,   ,2034.02万,--,--,16.80%,--,113.07,1.59,73.24,   ,--,--,1.20,   ,0.20,--,0.0001,1.66,   ,186.31,1.27亿,--,42.34%,   ,1.16,16.90%,39.16%
医药行业,复星医药,1998-12-31,0.22,5.13,   ,6166.30万,71.16%,20.44%,12.28%,0.5070,87.65,4.11,55.14,   ,--,--,3.45,   ,0.31,0.44,2.00,6.87,   ,142.80,3.40亿,78.82%,17.98%,   ,5.74,19.07%,38.51%
医药行业,复星医药,1999-06-30,0.27,3.29,   ,4558.17万,124.10%,--,8.09%,--,94.22,1.91,--,   ,--,--,2.49,   ,0.42,--,0.99,4.15,   ,94.22,1.99亿,56.74%,19.61%,   ,3.29,23.34%,45.03%
医药行业,复星医药,1999-12-31,0.33,1.51,   ,9250.96万,50.02%,--,15.25%,0.4080,99.50,3.62,--,   ,8608.64万,--,2.67,   ,0.51,0.17,0.99,2.30,   ,99.50,4.87亿,29.98%,23.44%,   ,1.52,21.34%,43.85%
医药行业,复星医药,2000-06-30,0.79,1.00,   ,6215.22万,36.35%,--,9.32%,--,108.35,1.66,--,   ,5781.44万,--,2.46,   ,0.48,0.26,0.82,1.32,   ,108.35,2.87亿,44.77%,41.51%,   ,1.01,23.07%,49.20%
医药行业,复星医药,2000-12-31,0.31,1.69,   ,1.03亿,10.87%,15.80%,11.22%,0.4610,98.19,3.67,--,   ,1.22亿,42.17%,3.90,   ,0.37,0.47,2.27,2.07,   ,98.19,5.67亿,18.99%,22.44%,   ,1.71,23.43%,46.92%
医药行业,复星医药,2001-06-30,0.40,1.71,   ,9034.19万,45.36%,7.81%,7.54%,0.3080,74.69,2.41,96.68,   ,6543.73万,13.19%,4.08,   ,0.58,0.10,2.27,1.57,   ,171.37,3.81亿,32.45%,27.44%,   ,1.26,24.96%,38.09%
医药行业,复星医药,2001-12-31,0.70,0.94,   ,1.43亿,39.85%,11.15%,10.72%,0.4610,81.55,4.41,82.03,   ,1.17亿,-4.64%,4.30,   ,0.49,0.23,2.48,1.22,   ,163.58,7.28亿,28.41%,40.08%,   ,0.78,19.38%,38.33%
医药行业,复星医药,2002-03-31,0.87,0.96,   ,3013.15万,--,--,2.24%,--,71.51,1.26,73.30,   ,--,--,4.18,   ,0.59,--,2.48,1.11,   ,144.80,2.28亿,--,45.21%,   ,0.78,14.37%,35.38%
医药行业,复星医药,2002-06-30,1.05,0.90,   ,6527.13万,-27.75%,--,4.91%,--,63.93,2.82,66.81,   ,6411.29万,-2.02%,3.48,   ,0.54,0.17,1.68,0.99,   ,130.74,5.67亿,48.80%,48.81%,   ,0.73,12.98%,34.23%
医药行业,复星医药,2002-09-30,0.85,1.00,   ,9717.71万,--,--,7.40%,--,61.50,4.39,68.99,   ,7635.95万,--,3.56,   ,0.62,--,1.68,1.09,   ,130.49,8.51亿,--,43.49%,   ,0.78,12.67%,32.89%
医药行业,复星医药,2002-12-31,1.04,0.86,   ,1.47亿,2.62%,10.70%,10.44%,0.3850,128.19,2.81,69.89,   ,1.24亿,6.20%,3.85,   ,0.48,0.27,1.81,1.00,   ,198.08,10.32亿,41.74%,46.70%,   ,0.71,15.68%,35.24%
医药行业,复星医药,2003-03-31,1.00,0.90,   ,3226.25万,7.07%,--,2.24%,--,78.30,1.15,45.03,   ,--,--,3.76,   ,0.56,0.06,1.81,0.97,   ,123.33,5.30亿,132.20%,45.98%,   ,0.70,7.15%,26.60%
医药行业,复星医药,2003-06-30,1.00,1.04,   ,2.15亿,230.07%,14.20%,13.26%,0.5640,76.97,2.34,45.29,   ,6401.43万,-0.15%,4.26,   ,1.04,0.18,1.81,1.11,   ,122.27,11.14亿,96.57%,46.25%,   ,0.85,20.50%,25.73%
医药行业,复星医药,2003-09-30,0.91,1.07,   ,2.48亿,154.72%,--,14.94%,--,73.56,3.67,45.99,   ,--,--,4.34,   ,1.13,0.24,1.81,1.11,   ,119.56,16.35亿,92.01%,43.63%,   ,0.85,16.61%,26.04%
医药行业,复星医药,2003-12-31,1.30,1.78,   ,2.59亿,75.87%,16.73%,15.51%,0.6900,76.00,4.74,44.96,   ,1.09亿,-12.13%,4.45,   ,0.98,0.39,1.89,1.81,   ,120.96,21.55亿,108.84%,52.19%,   ,1.52,13.84%,27.41%
医药行业,复星医药,2004-03-31,1.09,1.32,   ,6424.00万,99.12%,--,3.34%,--,63.22,1.42,47.78,   ,6336.19万,--,5.03,   ,1.14,0.09,2.30,1.29,   ,111.01,6.34亿,19.53%,48.15%,   ,0.97,12.71%,31.36%
医药行业,复星医药,2004-06-30,1.10,1.09,   ,1.22亿,-43.22%,6.95%,5.68%,0.1550,70.28,2.56,49.41,   ,1.18亿,84.91%,2.63,   ,0.51,0.15,0.85,1.11,   ,119.69,12.83亿,15.25%,47.39%,   ,0.83,12.56%,30.07%
医药行业,复星医药,2004-09-30,1.04,1.19,   ,1.71亿,-30.89%,--,7.62%,--,68.52,3.94,51.28,   ,1.64亿,--,2.72,   ,0.56,0.18,0.89,1.18,   ,119.80,19.77亿,20.92%,45.99%,   ,0.90,11.47%,32.39%
医药行业,复星医药,2004-12-31,1.02,1.01,   ,2.15亿,-16.83%,10.84%,9.35%,0.2650,84.77,4.25,51.51,   ,1.97亿,81.26%,2.79,   ,0.50,0.25,0.92,1.12,   ,136.28,24.25亿,12.57%,45.58%,   ,0.76,11.63%,31.89%
医药行业,复星医药,2005-03-31,1.08,1.03,   ,5944.31万,-7.47%,--,2.49%,--,87.82,1.02,53.07,   ,4232.88万,-33.20%,2.89,   ,0.57,0.07,0.95,1.09,   ,140.89,7.16亿,13.03%,46.89%,   ,0.78,12.84%,31.10%
医药行业,复星医药,2005-06-30,1.12,1.09,   ,1.21亿,-0.86%,5.09%,5.16%,0.1460,89.39,2.01,53.52,   ,9104.42万,-23.08%,2.83,   ,0.49,0.13,0.97,1.15,   ,142.91,14.67亿,14.29%,47.81%,   ,0.80,12.06%,31.95%
医药行业,复星医药,2005-09-30,1.13,1.10,   ,1.75亿,2.07%,--,7.25%,--,88.00,3.07,53.09,   ,1.50亿,-8.56%,2.90,   ,0.55,0.16,0.97,1.20,   ,141.09,21.49亿,8.69%,47.96%,   ,0.83,12.05%,31.37%
医药行业,复星医药,2005-12-31,1.17,1.07,   ,1.59亿,-26.15%,6.88%,6.65%,0.1920,87.12,4.13,51.02,   ,1.37亿,-30.83%,2.87,   ,0.42,0.23,0.99,1.15,   ,138.14,29.89亿,23.22%,49.28%,   ,0.78,7.96%,30.53%
医药行业,复星医药,2006-03-31,1.16,1.14,   ,6089.88万,2.45%,--,2.48%,0.0700,86.18,1.04,56.32,   ,5739.35万,35.59%,2.95,   ,0.49,0.03,0.99,1.20,   ,142.50,7.77亿,8.45%,49.17%,   ,0.83,9.65%,28.87%
医药行业,复星医药,2006-06-30,1.01,1.10,   ,1.35亿,11.46%,4.44%,4.45%,0.1400,63.46,2.84,43.91,   ,8015.05万,-11.97%,2.99,   ,0.20,0.04,1.37,1.17,   ,107.37,19.49亿,32.87%,46.32%,   ,0.85,8.23%,22.83%
医药行业,复星医药,2006-09-30,0.99,0.86,   ,1.88亿,7.50%,--,6.04%,0.2000,62.33,4.33,44.49,   ,1.26亿,-15.87%,3.08,   ,0.25,0.06,1.42,0.91,   ,106.81,29.68亿,38.13%,45.98%,   ,0.61,7.42%,21.86%
医药行业,复星医药,2006-12-31,0.98,0.74,   ,2.58亿,62.17%,10.08%,8.39%,0.2200,64.15,5.61,41.38,   ,7595.85万,-44.37%,3.25,   ,0.25,0.19,1.55,1.03,   ,105.53,40.82亿,36.59%,45.28%,   ,0.74,7.13%,21.69%
医药行业,复星医药,2007-03-31,0.97,0.80,   ,7766.70万,27.53%,--,2.47%,0.0800,79.89,1.13,51.78,   ,4010.05万,-30.13%,3.30,   ,0.31,0.03,1.50,1.05,   ,131.67,8.56亿,10.18%,45.66%,   ,0.80,10.37%,25.56%
医药行业,复星医药,2007-06-30,0.92,0.72,   ,2.03亿,49.91%,6.40%,6.21%,0.1600,76.18,2.36,48.94,   ,1.88亿,135.06%,2.63,   ,0.48,0.0004,0.99,0.96,   ,125.13,18.27亿,-6.24%,44.22%,   ,0.72,13.31%,26.08%
医药行业,复星医药,2007-09-30,0.85,0.62,   ,2.84亿,51.09%,--,8.57%,0.2300,73.72,3.66,46.00,   ,2.53亿,100.21%,2.67,   ,0.55,0.09,0.96,0.87,   ,119.72,27.25亿,-8.18%,42.54%,   ,0.62,11.99%,26.35%
医药行业,复星医药,2007-12-31,0.81,0.79,   ,6.26亿,142.65%,17.76%,16.16%,0.5100,73.64,4.89,45.34,   ,3.60亿,374.33%,3.13,   ,0.58,0.11,1.20,1.13,   ,118.99,36.93亿,-9.52%,41.95%,   ,0.88,18.69%,27.06%
医药行业,复星医药,2008-03-31,0.77,0.79,   ,2.00亿,157.53%,--,5.16%,0.1600,69.17,1.30,47.61,   ,7511.27万,87.31%,3.13,   ,0.74,0.02,1.05,1.06,   ,116.78,9.15亿,6.94%,40.99%,   ,0.79,24.75%,27.98%
医药行业,复星医药,2008-06-30,0.79,0.80,   ,4.96亿,144.87%,12.86%,12.92%,0.4000,67.25,2.68,46.44,   ,2.09亿,11.11%,3.10,   ,0.88,0.07,0.88,1.07,   ,113.69,19.02亿,4.08%,41.44%,   ,0.80,27.99%,27.87%
医药行业,复星医药,2008-09-30,0.72,0.83,   ,6.09亿,114.74%,0.0000%,15.49%,0.4900,67.49,4.00,45.83,   ,3.08亿,21.86%,3.18,   ,0.97,0.08,0.86,1.13,   ,113.32,28.45亿,4.38%,39.50%,   ,0.83,23.17%,28.53%
医药行业,复星医药,2008-12-31,0.77,1.03,   ,6.91亿,10.40%,17.55%,17.23%,0.5600,68.06,5.29,42.87,   ,3.26亿,-9.54%,3.24,   ,0.96,0.19,0.86,1.38,   ,110.93,37.73亿,2.16%,41.03%,   ,1.03,20.17%,28.13%
医药行业,复星医药,2009-03-31,0.87,1.01,   ,1.73亿,-13.67%,0.0000%,4.13%,0.1400,85.28,1.06,49.93,   ,1.14亿,52.39%,3.38,   ,1.10,0.02,0.86,1.33,   ,135.21,8.43亿,-7.93%,43.97%,   ,1.01,22.34%,32.81%
医药行业,复星医药,2009-06-30,0.95,0.97,   ,3.43亿,-30.87%,8.22%,8.15%,0.2800,80.33,2.24,48.63,   ,2.52亿,20.42%,3.40,   ,1.13,0.06,0.84,1.23,   ,128.96,17.94亿,-5.66%,46.21%,   ,0.97,20.93%,33.52%
医药行业,复星医药,2009-09-30,0.73,1.05,   ,22.17亿,264.05%,0.0000%,36.41%,1.1900,78.59,3.44,50.65,   ,3.83亿,24.51%,4.92,   ,2.65,0.09,0.85,1.39,   ,129.24,27.93亿,-1.81%,40.37%,   ,1.05,81.10%,33.46%
医药行业,复星医药,2009-12-31,0.71,0.84,   ,24.98亿,261.61%,47.93%,38.57%,1.3500,77.81,4.63,47.02,   ,3.74亿,14.79%,5.23,   ,2.63,0.21,0.93,1.32,   ,124.82,38.72亿,2.62%,39.69%,   ,0.84,66.22%,32.58%
医药行业,复星医药,2010-03-31,0.76,1.00,   ,3.30亿,91.29%,5.05%,5.01%,0.1800,71.49,1.26,49.78,   ,1.11亿,-2.81%,5.33,   ,2.90,0.02,0.76,1.27,   ,121.27,10.73亿,27.37%,41.54%,   ,1.00,33.04%,31.91%
医药行业,复星医药,2010-06-30,0.70,1.12,   ,5.51亿,60.75%,8.03%,7.26%,0.3000,77.19,2.33,47.88,   ,2.57亿,1.91%,5.98,   ,2.90,0.05,1.43,1.38,   ,125.07,21.95亿,22.33%,39.80%,   ,1.12,28.77%,33.57%
医药行业,复星医药,2010-09-30,0.74,1.30,   ,7.38亿,-66.71%,10.37%,9.29%,0.3900,77.39,3.49,49.47,   ,3.80亿,-0.91%,4.17,   ,1.97,0.05,0.77,1.57,   ,126.86,33.29亿,19.17%,40.94%,   ,1.30,25.26%,34.23%
医药行业,复星医药,2010-12-31,0.88,1.31,   ,8.64亿,-65.43%,11.50%,10.25%,0.4600,92.42,3.90,55.26,   ,3.74亿,0.07%,4.42,   ,1.95,0.11,0.96,1.60,   ,147.68,45.55亿,17.64%,44.15%,   ,1.31,21.96%,34.48%
医药行业,复星医药,2011-03-31,1.07,1.67,   ,2.52亿,-23.57%,2.91%,2.83%,0.1300,88.81,1.01,53.44,   ,1.25亿,12.45%,4.69,   ,2.08,-0.11,1.10,1.98,   ,142.25,14.55亿,35.53%,49.13%,   ,1.67,19.63%,34.63%
医药行业,复星医药,2011-06-30,0.97,1.53,   ,8.67亿,57.17%,9.71%,9.33%,0.4600,82.61,2.18,49.72,   ,2.91亿,13.14%,4.88,   ,2.31,0.02,1.07,1.89,   ,132.34,31.03亿,41.35%,46.41%,   ,1.53,31.82%,34.55%
医药行业,复星医药,2011-09-30,0.99,1.04,   ,10.68亿,44.65%,11.64%,10.82%,0.5600,91.17,2.96,52.58,   ,4.54亿,19.53%,5.18,   ,2.41,0.03,1.26,1.34,   ,143.75,46.33亿,39.17%,46.54%,   ,1.04,26.80%,37.03%
医药行业,复星医药,2011-12-31,1.12,0.94,   ,11.66亿,34.96%,13.04%,11.93%,0.6100,92.83,3.88,48.95,   ,5.65亿,50.98%,5.13,   ,2.35,0.17,1.16,1.21,   ,141.78,64.86亿,42.37%,48.99%,   ,0.94,21.35%,38.46%
医药行业,复星医药,2012-03-31,1.06,0.83,   ,3.35亿,32.77%,3.39%,3.36%,0.1800,114.31,0.79,53.50,   ,1.63亿,29.91%,5.24,   ,2.53,0.0100,1.10,1.10,   ,167.81,16.46亿,13.18%,47.80%,   ,0.83,26.17%,45.32%
医药行业,复星医药,2012-06-30,1.04,0.97,   ,7.02亿,-19.03%,7.00%,6.92%,0.3700,109.52,1.64,51.62,   ,4.01亿,38.01%,5.32,   ,2.62,0.12,1.09,1.32,   ,161.14,34.94亿,12.63%,47.37%,   ,0.97,24.55%,44.63%
医药行业,复星医药,2012-09-30,1.03,1.03,   ,10.93亿,2.41%,10.93%,10.71%,0.5700,105.72,2.55,51.79,   ,6.37亿,40.44%,5.36,   ,2.83,0.22,0.91,1.38,   ,157.51,53.88亿,16.31%,46.96%,   ,1.03,24.43%,44.22%
医药行业,复星医药,2012-12-31,0.75,1.76,   ,15.64亿,34.17%,14.97%,11.53%,0.8000,104.57,3.44,44.96,   ,8.61亿,52.37%,6.05,   ,2.55,0.30,1.91,2.15,   ,149.53,73.41亿,13.19%,40.00%,   ,1.76,25.06%,43.78%
医药行业,复星医药,2013-03-31,0.74,1.60,   ,3.52亿,5.01%,2.56%,2.53%,0.1600,98.68,0.91,41.90,   ,2.52亿,55.12%,6.22,   ,2.70,0.03,1.93,1.98,   ,140.59,20.57亿,24.93%,39.71%,   ,1.60,20.06%,44.44%
医药行业,复星医药,2013-06-30,0.82,1.14,   ,10.53亿,50.07%,7.50%,7.41%,0.4700,97.69,1.84,43.10,   ,4.98亿,24.11%,6.34,   ,2.81,0.14,1.94,1.50,   ,140.79,45.09亿,29.05%,41.97%,   ,1.14,26.66%,44.24%
医药行业,复星医药,2013-09-30,0.76,1.13,   ,9.51亿,-13.05%,10.14%,9.52%,0.4200,99.02,2.73,42.46,   ,7.71亿,20.95%,6.51,   ,2.96,0.21,1.96,1.57,   ,141.48,70.71亿,31.24%,40.26%,   ,1.13,22.92%,44.03%
医药行业,复星医药,2013-12-31,0.77,0.98,   ,15.83亿,1.19%,12.30%,13.22%,0.7100,93.77,3.84,39.64,   ,10.26亿,19.11%,6.84,   ,3.17,0.45,2.01,1.32,   ,133.40,99.96亿,36.18%,40.07%,   ,0.98,24.01%,44.55%
医药行业,复星医药,2014-03-31,0.78,0.97,   ,4.16亿,18.10%,2.66%,2.65%,0.1900,95.55,0.94,46.56,   ,3.03亿,20.29%,6.96,   ,3.35,0.0031,1.95,1.32,   ,142.11,26.58亿,29.24%,40.53%,   ,0.97,18.17%,41.49%
医药行业,复星医药,2014-06-30,0.87,0.96,   ,10.18亿,-3.38%,6.54%,6.49%,0.4500,95.95,1.88,45.90,   ,6.70亿,34.54%,6.68,   ,3.24,0.17,1.79,1.28,   ,141.84,55.39亿,22.83%,43.46%,   ,0.96,20.52%,42.46%
医药行业,复星医药,2014-09-30,0.89,0.93,   ,15.75亿,65.64%,9.43%,9.39%,0.6900,93.06,2.90,45.02,   ,10.51亿,36.30%,7.26,   ,2.47,0.37,3.14,1.25,   ,138.08,86.61亿,22.50%,44.69%,   ,0.93,20.71%,43.36%
医药行业,复星医药,2014-12-31,0.97,0.62,   ,21.13亿,33.51%,13.38%,12.67%,0.9200,86.24,4.17,41.88,   ,13.31亿,29.75%,7.21,   ,2.36,0.52,2.65,0.91,   ,128.12,120.26亿,20.30%,45.94%,   ,0.72,19.71%,44.13%
医药行业,复星医药,2015-03-31,0.88,0.68,   ,5.36亿,29.02%,3.13%,3.06%,0.2300,102.45,0.88,48.91,   ,3.71亿,22.41%,7.57,   ,2.59,0.08,2.65,0.90,   ,151.36,28.00亿,5.36%,43.56%,   ,0.68,21.98%,49.31%
医药行业,复星医药,2015-06-30,0.94,0.58,   ,13.03亿,28.10%,7.48%,7.45%,0.5600,99.68,1.81,49.10,   ,8.82亿,31.75%,7.57,   ,2.64,0.29,2.62,0.76,   ,148.78,59.21亿,6.91%,45.35%,   ,0.58,25.60%,50.53%
医药行业,复星医药,2015-09-30,1.00,0.57,   ,18.91亿,20.09%,11.06%,10.77%,0.8200,97.41,2.77,49.00,   ,13.09亿,24.55%,7.60,   ,2.90,0.50,2.62,0.74,   ,146.41,90.73亿,4.76%,46.73%,   ,0.57,23.99%,50.64%
医药行业,复星医药,2015-12-31,0.96,0.59,   ,24.60亿,16.43%,14.21%,13.53%,1.0700,92.83,3.88,46.26,   ,16.56亿,24.43%,7.86,   ,3.00,0.70,2.62,0.76,   ,139.09,126.09亿,4.85%,45.89%,   ,0.59,22.77%,49.97%
医药行业,复星医药,2016-03-31,0.98,0.78,   ,6.34亿,18.25%,3.42%,3.39%,0.2700,93.21,0.97,48.79,   ,4.31亿,16.22%,8.08,   ,3.27,0.17,2.61,0.99,   ,142.00,32.26亿,15.20%,46.19%,   ,0.78,23.61%,51.64%
医药行业,复星医药,2016-06-30,1.01,0.68,   ,15.00亿,15.10%,8.09%,7.90%,0.6500,93.31,1.93,48.86,   ,11.19亿,26.80%,8.21,   ,3.33,0.40,2.67,0.87,   ,142.17,69.37亿,17.15%,46.69%,   ,0.68,25.21%,53.46%
医药行业,复星医药,2016-09-30,1.00,0.76,   ,21.77亿,15.12%,11.47%,11.10%,0.9400,89.86,3.00,48.23,   ,16.61亿,26.92%,8.48,   ,3.62,0.66,2.69,0.93,   ,138.10,106.38亿,17.24%,46.47%,   ,0.76,23.81%,53.80%
医药行业,复星医药,2016-12-31,0.83,0.87,   ,28.06亿,14.05%,14.25%,12.64%,1.2100,88.94,4.05,45.54,   ,20.93亿,26.36%,9.19,   ,3.72,0.87,3.25,1.06,   ,134.48,146.29亿,16.02%,42.31%,   ,0.87,22.02%,54.07%
医药行业,复星医药,2017-03-31,0.94,0.94,   ,7.38亿,16.32%,3.30%,3.24%,0.3200,89.51,1.01,48.79,   ,5.18亿,20.05%,9.44,   ,4.03,0.17,3.19,1.14,   ,138.30,38.80亿,20.29%,45.14%,   ,0.94,21.54%,55.34%
医药行业,复星医药,2017-06-30,0.94,1.25,   ,16.89亿,12.58%,7.46%,6.85%,0.7000,91.63,1.96,48.91,   ,12.68亿,13.33%,9.88,   ,3.93,0.44,3.84,1.48,   ,140.54,83.53亿,20.41%,45.73%,   ,1.25,23.06%,57.24%
医药行业,复星医药,2017-09-30,1.07,1.21,   ,24.19亿,11.13%,10.25%,9.48%,0.9900,91.01,2.97,49.26,   ,18.56亿,11.70%,10.23,   ,4.22,0.69,3.91,1.38,   ,140.27,129.60亿,21.83%,48.26%,   ,1.21,21.28%,58.39%
医药行业,复星医药,2017-12-31,1.27,0.71,   ,31.24亿,11.36%,13.02%,12.34%,1.2700,104.59,3.44,50.63,   ,23.46亿,12.10%,10.15,   ,4.45,1.03,3.64,0.91,   ,155.22,185.34亿,26.69%,52.01%,   ,0.71,19.34%,58.95%
医药行业,复星医药,2018-03-31,1.27,0.72,   ,7.06亿,-4.33%,2.90%,2.72%,0.2800,105.85,0.85,51.80,   ,5.27亿,1.72%,10.39,   ,4.75,0.19,3.43,0.93,   ,157.64,57.19亿,47.38%,51.53%,   ,0.72,14.65%,57.59%
医药行业,复星医药,2018-06-30,1.40,0.58,   ,15.60亿,-7.61%,6.12%,6.10%,0.6300,106.27,1.69,--,   ,12.01亿,-5.32%,10.25,   ,4.71,0.51,3.66,0.74,   ,106.27,118.59亿,41.97%,53.97%,   ,0.58,14.66%,58.29%
医药行业,复星医药,2018-09-30,1.24,0.72,   ,20.94亿,-13.44%,8.00%,7.34%,0.8300,103.27,2.61,51.33,   ,15.92亿,-14.22%,11.13,   ,4.79,0.81,4.56,0.94,   ,154.60,181.42亿,39.99%,51.80%,   ,0.72,12.89%,58.27%
医药行业,复星医药,2018-12-31,1.32,0.78,   ,27.08亿,-13.33%,10.26%,9.68%,1.0700,104.85,3.43,49.63,   ,20.90亿,-10.92%,10.92,   ,4.98,1.15,4.11,1.00,   ,154.49,249.18亿,34.45%,52.39%,   ,0.78,12.12%,58.40%
医药行业,复星医药,2019-03-31,1.33,0.88,   ,7.12亿,0.92%,2.51%,2.48%,0.2800,111.68,0.81,51.36,   ,5.30亿,0.53%,11.21,   ,5.26,0.16,4.13,1.16,   ,163.04,67.30亿,17.67%,52.67%,   ,0.88,12.64%,59.12%
医药行业,复星医药,2019-06-30,1.36,0.76,   ,15.16亿,-2.84%,5.35%,5.28%,0.5900,111.32,1.62,51.03,   ,11.68亿,-2.75%,11.21,   ,5.26,0.57,4.12,1.03,   ,162.35,141.73亿,19.51%,53.16%,   ,0.78,12.84%,60.49%
医药行业,复星医药,2019-09-30,1.33,0.88,   ,20.64亿,-1.45%,7.21%,6.74%,0.8100,113.01,2.39,51.43,   ,17.22亿,8.21%,11.95,   ,5.47,0.91,4.65,1.21,   ,164.44,212.28亿,17.01%,51.70%,   ,0.96,11.57%,59.79%
医药行业,复星医药,2019-12-31,1.16,0.86,   ,33.22亿,22.66%,11.55%,10.42%,1.3000,112.71,3.19,50.32,   ,22.34亿,6.90%,12.44,   ,5.90,1.26,4.74,1.17,   ,163.03,285.85亿,14.72%,48.50%,   ,0.89,13.10%,59.62%
医药行业,复星医药,2020-03-31,1.16,0.87,   ,5.77亿,-18.97%,1.81%,1.76%,0.2300,138.04,0.65,66.13,   ,4.36亿,-17.59%,12.77,   ,6.09,0.15,4.89,1.21,   ,204.16,58.81亿,-12.62%,48.97%,   ,0.90,11.03%,55.13%
医药行业,复星医药,2020-06-30,1.22,0.73,   ,17.15亿,13.10%,5.29%,5.19%,0.6700,123.10,1.46,60.62,   ,13.04亿,11.71%,12.89,   ,6.14,0.57,4.93,1.00,   ,183.72,140.28亿,-1.02%,50.29%,   ,0.74,13.61%,55.69%
